,energy,energy_per_atom,volume,formation_energy_per_atom,nsites,unit_cell_formula,pretty_formula,is_hubbard,elements,nelements,e_above_hull,hubbards,is_compatible,spacegroup,task_ids,band_gap,density,total_magnetization,material_id,oxide_type,tags,elasticity
12,-43.64982112,-4.364982112,130.81687950841535,-1.3219853885,10,"{'Na': 4.0, 'Cu': 2.0, 'O': 4.0}",Na2CuO2,False,"['Cu', 'Na', 'O']",3,0.07435639233333546,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/m', 'number': 11, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yb'}","['mp-1079427', 'mp-1393874', 'mp-1618914', 'mp-1731740']",0.0,3.5929108527388007,1.0028176,mp-1079427,oxide,['Sodium copper oxide (2/1/2)'],
13,-31.21052287,-3.121052287,199.2935721475176,-0.10140437480399953,10,"{'Cu': 2.0, 'Cl': 4.0, 'O': 4.0}",Cu(ClO)2,False,"['Cl', 'Cu', 'O']",3,0.6454651317999991,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pmna', 'number': 53, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2'}","['mp-1079516', 'mp-1428369', 'mp-1600229', 'mp-1703845']",0.0,2.7737779306021237,2.99608715,mp-1079516,oxide,"['Eriochalcite', 'Copper dichloride dihydrate']",
14,-65.31646078,-6.531646078,141.79916399797747,-1.3190514987500002,10,"{'Cu': 2.0, 'C': 2.0, 'O': 6.0}",CuCO3,False,"['C', 'Cu', 'O']",3,0.12931977999999944,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1', 'number': 4, 'point_group': '2', 'crystal_system': 'monoclinic', 'hall': 'P 2yb'}","['mp-1080068', 'mp-1410459', 'mp-1620802', 'mp-1753363']",0.0,2.893779237270859,0.02424775,mp-1080068,oxide,[],
15,-216.18351189,-4.503823164375,941.4375102767572,-1.1029988255416665,48,"{'K': 12.0, 'Cu': 20.0, 'O': 16.0}",K3Cu5O4,False,"['Cu', 'K', 'O']",3,0.0,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}","['mp-847091', 'mp-703840', 'mp-718654', 'mp-10914', 'mp-1348026']",1.5514,3.52077051239991,9.7175e-05,mp-10914,oxide,[],
16,-53.357947,-4.446495583333333,200.4201970738715,-0.7032591147916669,12,"{'Cu': 4.0, 'I': 2.0, 'O': 6.0}",Cu2IO3,False,"['Cu', 'I', 'O']",3,0.11790767066666685,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/m', 'number': 11, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yb'}","['mp-1095489', 'mp-1181511', 'mp-1409942', 'mp-1742604']",0.0,5.004225669483202,0.1940428,mp-1095489,oxide,[],
17,-51.9364367,-4.328036391666667,181.77601289966495,-0.5659803439583335,12,"{'Cu': 4.0, 'Br': 2.0, 'O': 6.0}",Cu2BrO3,False,"['Br', 'Cu', 'O']",3,0.13565381791667797,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/m', 'number': 11, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yb'}","['mp-1095679', 'mp-1103402', 'mp-1413051', 'mp-1602497', 'mp-1699317']",0.0,4.658786647390417,1.00540785,mp-1095679,oxide,"['Tetracopper dibromide hexahydroxide', 'Copper trihydroxide bromide']",
18,-20.08853351,-4.017706702,70.23643671078402,-0.36658755783333347,5,"{'Cu': 1.0, 'Ag': 2.0, 'O': 2.0}",Cu(AgO)2,False,"['Ag', 'Cu', 'O']",3,0.2210530753333364,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/mmm', 'number': 139, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-I 4 2'}","['mp-1096930', 'mp-1421850', 'mp-1587050', 'mp-1758982']",0.0,7.359351036365496,0.0001366,mp-1096930,oxide,[],
19,-24.73924922,-6.184812305,30.940819893399855,-1.3673302427083334,4,"{'Cu': 1.0, 'B': 1.0, 'O': 2.0}",CuBO2,False,"['B', 'Cu', 'O']",3,0.6404421283333335,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3m', 'number': 166, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""'}","['mp-1096940', 'mp-1153926', 'mp-1422923', 'mp-1610081', 'mp-1764368']",1.4613999999999994,5.7079276330737905,4.3e-06,mp-1096940,oxide,[],
20,-16.34065073,-4.0851626825,52.628622588577215,-0.5282966456249998,4,"{'Cu': 1.0, 'Br': 1.0, 'O': 2.0}",CuBrO2,False,"['Br', 'Cu', 'O']",3,0.04123740416666788,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3m', 'number': 166, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""'}","['mp-1096943', 'mp-1402769', 'mp-1616986', 'mp-1733911']",0.0,5.535763093509574,0.0715638,mp-1096943,oxide,[],
21,-41.94079053,-5.24259881625,115.4670877966818,-1.166817026875,8,"{'Cu': 2.0, 'Pb': 2.0, 'O': 4.0}",CuPbO2,False,"['Cu', 'O', 'Pb']",3,0.046780833515624565,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Imma', 'number': 74, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-I 2b 2'}","['mp-1097010', 'mp-1389746', 'mp-1621167', 'mp-1752060']",0.0,8.707581999386848,0.0350086,mp-1097010,oxide,[],
22,-99.53427328,-5.529681848888888,273.8549462375832,-1.8336060329166668,18,"{'Ba': 4.0, 'Cu': 4.0, 'O': 10.0}",Ba2Cu2O5,False,"['Ba', 'Cu', 'O']",3,0.10111690194444467,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Ima2', 'number': 46, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'I 2 -2a'}","['mp-1097775', 'mp-1099748', 'mp-1099756', 'mp-1099758', 'mp-1099759', 'mp-1348468', 'mp-1684051']",0.0,5.842166318712998,0.1163471,mp-1097775,oxide,[],
23,-45.99325777,-5.74915722125,76.70673825122039,-2.5150876843749996,8,"{'Mg': 3.0, 'Cu': 1.0, 'O': 4.0}",Mg3CuO4,False,"['Cu', 'Mg', 'O']",3,0.019345513750000265,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}","['mp-1099249', 'mp-1390612']",0.0,4.339505812980477,0.0063967,mp-1099249,oxide,[],
24,-100.09505831,-5.560836572777777,242.65301948630753,-1.9157584405092594,18,"{'Sr': 4.0, 'Cu': 4.0, 'O': 10.0}",Sr2Cu2O5,False,"['Cu', 'O', 'Sr']",3,0.03618064277777755,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Ima2', 'number': 46, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'I 2 -2a'}","['mp-1099761', 'mp-1099776', 'mp-1099777', 'mp-1099779', 'mp-1374131']",0.0,5.232757804853412,2.55e-06,mp-1099761,oxide,[],
25,-27.37238056,-5.474476112,55.02966228172412,-1.7073429497500001,5,"{'Ca': 1.0, 'Cu': 1.0, 'O': 3.0}",CaCuO3,False,"['Ca', 'Cu', 'O']",3,0.1645825311250002,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}","['mp-1099873', 'mp-1099878', 'mp-1099883', 'mp-1099884', 'mp-1435033', 'mp-1617125', 'mp-1732842']",0.0,4.575252255317861,0.0108786,mp-1099873,oxide,[],
26,-20.84733467,-4.169466934,52.11003339679049,-0.5503341977499993,5,"{'Zn': 1.0, 'Cu': 1.0, 'O': 3.0}",ZnCuO3,False,"['Cu', 'O', 'Zn']",3,0.606307099875,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'}","['mp-1100778', 'mp-1420355', 'mp-1616873', 'mp-1767431']",0.0,5.638793192137559,0.1703835,mp-1100778,oxide,[],
27,-162.73031199,-6.78042966625,284.6837682930941,-1.9753525685416662,24,"{'Ti': 4.0, 'Cu': 8.0, 'O': 12.0}",TiCu2O3,False,"['Cu', 'O', 'Ti']",3,0.10542505166666949,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'}","['mp-1101360', 'mp-1368633']",0.9341999999999997,5.201970495185841,4.3075e-05,mp-1101360,oxide,[],
28,-88.17462614,-6.2981875814285715,169.7831783589034,-2.0179055299999993,14,"{'Pr': 2.0, 'Cu': 4.0, 'O': 8.0}",Pr(CuO2)2,False,"['Cu', 'O', 'Pr']",3,0.0,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4_1/a', 'number': 88, 'point_group': '4/m', 'crystal_system': 'tetragonal', 'hall': 'I 4bw -1bw'}","['mp-1101476', 'mp-1390517', 'mp-1733393']",0.0,6.494099226525134,0.9981736,mp-1101476,oxide,[],
29,-58.85989497,-4.9049912475,149.7261156647526,-1.1970524556249995,12,"{'Na': 2.0, 'Cu': 4.0, 'O': 6.0}",NaCu2O3,False,"['Cu', 'Na', 'O']",3,0.029632970000001535,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pmmn', 'number': 59, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': 'P 2 2ab -1ab'}","['mp-1101698', 'mp-1407780', 'mp-1586885', 'mp-1722910']",0.0,4.393615981287353,0.00139365,mp-1101698,oxide,[],
30,-44.69858964,-5.587323705,90.8132462292246,-1.6826668231250004,8,"{'Ga': 2.0, 'Cu': 2.0, 'O': 4.0}",GaCuO2,False,"['Ga', 'Cu', 'O']",3,0.0,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'}","['mp-663384', 'mp-678499', 'mp-699742', 'mp-11019', 'mp-1140573', 'mp-1396583', 'mp-1624659', 'mp-1717488']",0.7990000000000004,6.043912088734914,2.165e-05,mp-11019,oxide,['Copper(I) gallium oxide'],"{'G_Reuss': 49.0, 'G_VRH': 59.0, 'G_Voigt': 68.0, 'G_Voigt_Reuss_Hill': 59.0, 'K_Reuss': 143.0, 'K_VRH': 151.0, 'K_Voigt': 158.0, 'K_Voigt_Reuss_Hill': 151.0, 'elastic_anisotropy': 2.09, 'elastic_tensor': [[223.0, 80.0, 92.0, 0.0, 0.0, 0.0], [80.0, 223.0, 92.0, 0.0, 0.0, 0.0], [92.0, 92.0, 448.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 30.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 30.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 72.0]], 'homogeneous_poisson': 0.33, 'poisson_ratio': 0.33, 'universal_anisotropy': 2.09, 'elastic_tensor_original': [[223.4637521826595, 79.1467308186374, 92.53676070118354, 0.0, 0.0, 0.0], [79.27913420786456, 223.99284926992675, 92.84325708146446, 0.0, 0.0, 0.0], [92.26168043586284, 92.26165921484586, 447.66911717088664, 0.0, 0.0, 0.0], [-0.0009990226904364999, -0.0008421060825578283, -0.0006962226330820944, 30.305485841818726, 0.0, 0.0], [-1.873969000630962e-05, 0.00022607895823428332, -6.897039733390297e-05, 0.0, 30.04342119245975, 0.0], [0.00021076948915216333, 0.00046727218988925555, -0.0005007551026995847, 0.0, 0.0, 71.61330607535723]], 'compliance_tensor': [[5.4, -1.6, -0.8, 0.0, 0.0, -0.0], [-1.6, 5.4, -0.8, 0.0, -0.0, -0.0], [-0.8, -0.8, 2.6, -0.0, 0.0, 0.0], [0.0, 0.0, -0.0, 33.1, -0.0, 0.0], [0.0, -0.0, 0.0, -0.0, 33.1, -0.0], [-0.0, -0.0, 0.0, 0.0, -0.0, 13.9]], 'warnings': [], 'nsites': 8}"
31,-52.29242219,-4.357701849166667,155.79818779985254,-0.6594917286683337,12,"{'Cu': 4.0, 'Cl': 2.0, 'O': 6.0}",Cu2ClO3,False,"['Cl', 'Cu', 'O']",3,0.16954345216666677,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3m', 'number': 166, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""'}","['mp-1102345', 'mp-1427368', 'mp-1600768', 'mp-1699981']",0.0,4.488052316193989,0.0094102,mp-1102345,oxide,"['Paratacamite', 'Dicopper chloride trihydroxide']",
32,-55.49978683,-5.045435166363636,223.00568734471426,1.2088104400654551,11,"{'Cu': 1.0, 'N': 6.0, 'O': 4.0}",Cu(N3O2)2,False,"['Cu', 'N', 'O']",3,1.7488718929545426,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/m', 'number': 12, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2y'}","['mp-1102920', 'mp-1415699', 'mp-1597685', 'mp-1702206']",0.0,1.5754897103435184,7.5969929,mp-1102920,oxide,['Dinitrotetraamminecopper'],
33,-94.50043873,-7.875036560833333,139.0014769155928,-2.7292291491666654,12,"{'Ti': 3.0, 'Cu': 1.0, 'O': 8.0}",Ti3CuO8,False,"['Cu', 'O', 'Ti']",3,0.0801529425520826,{},True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-4m2', 'number': 115, 'point_group': '-42m', 'crystal_system': 'tetragonal', 'hall': 'P -4 -2'}","['mp-1103016', 'mp-1443055', 'mp-1623627', 'mp-1753959']",0.0,4.003674840837911,0.0189181,mp-1103016,oxide,['Titanium copper oxide (0.75/0.25/2)'],
34,-79.36453905,-6.6137115875,135.55740182759985,-1.6655457516666665,12,"{'Cu': 2.0, 'W': 2.0, 'O': 8.0}",CuWO4,True,"['Cu', 'O', 'W']",3,0.10104479166666458,"{'Cu': 0.0, 'W': 6.2, 'O': 0.0}",True,"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2/c', 'number': 13, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2yc'}","['mp-1103309', 'mp-1425939', 'mp-1601042', 'mp-1696956']",0.0,7.628718543250686,0.09088575,mp-1103309,oxide,"['Copper tungstate', 'High pressure experimental phase', 'Copper tungstate - HP']",
